State,District,Date,Year,Month,Avg_smlvl_at15cm,Agency_name
Andaman & Nicobar,Nicobars,01-08-2023,2023,8,NA,NRSC VIC MODEL
Andaman & Nicobar,Nicobars,02-08-2023,2023,8,NA,NRSC VIC MODEL
Andaman & Nicobar,Nicobars,03-08-2023,2023,8,NA,NRSC VIC MODEL
Andaman & Nicobar,Nicobars,04-08-2023,2023,8,NA,NRSC VIC MODEL
Andaman & Nicobar,Nicobars,05-08-2023,2023,8,NA,NRSC VIC MODEL
Andaman & Nicobar,North And Middle Andaman,01-08-2023,2023,8,NA,NRSC VIC MODEL
Andaman & Nicobar,North And Middle Andaman,02-08-2023,2023,8,NA,NRSC VIC MODEL
Andaman & Nicobar,North And Middle Andaman,03-08-2023,2023,8,NA,NRSC VIC MODEL
Andaman & Nicobar,North And Middle Andaman,04-08-2023,2023,8,NA,NRSC VIC MODEL
Andaman & Nicobar,North And Middle Andaman,05-08-2023,2023,8,NA,NRSC VIC MODEL
Andaman & Nicobar,South Andamans,01-08-2023,2023,8,NA,NRSC VIC MODEL
Andaman & Nicobar,South Andamans,02-08-2023,2023,8,NA,NRSC VIC MODEL
Andaman & Nicobar,South Andamans,03-08-2023,2023,8,NA,NRSC VIC MODEL
Andaman & Nicobar,South Andamans,04-08-2023,2023,8,NA,NRSC VIC MODEL
Andaman & Nicobar,South Andamans,05-08-2023,2023,8,NA,NRSC VIC MODEL
Andhra Pradesh,Anantapur,01-08-2023,2023,8,24.53556537,NRSC VIC MODEL
Andhra Pradesh,Anantapur,02-08-2023,2023,8,23.53763163,NRSC VIC MODEL
Andhra Pradesh,Anantapur,03-08-2023,2023,8,22.72526681,NRSC VIC MODEL
Andhra Pradesh,Anantapur,04-08-2023,2023,8,21.95806854,NRSC VIC MODEL
Andhra Pradesh,Anantapur,05-08-2023,2023,8,21.55941863,NRSC VIC MODEL
Andhra Pradesh,Chittoor,01-08-2023,2023,8,23.28070295,NRSC VIC MODEL
Andhra Pradesh,Chittoor,02-08-2023,2023,8,22.52282014,NRSC VIC MODEL
Andhra Pradesh,Chittoor,03-08-2023,2023,8,21.82147381,NRSC VIC MODEL
Andhra Pradesh,Chittoor,04-08-2023,2023,8,21.15985055,NRSC VIC MODEL
Andhra Pradesh,Chittoor,05-08-2023,2023,8,20.7447061,NRSC VIC MODEL
Andhra Pradesh,East Godavari,01-08-2023,2023,8,27.88634161,NRSC VIC MODEL
Andhra Pradesh,East Godavari,02-08-2023,2023,8,28.75179165,NRSC VIC MODEL
Andhra Pradesh,East Godavari,03-08-2023,2023,8,27.40117737,NRSC VIC MODEL
Andhra Pradesh,East Godavari,04-08-2023,2023,8,26.63464478,NRSC VIC MODEL
Andhra Pradesh,East Godavari,05-08-2023,2023,8,25.73711076,NRSC VIC MODEL
Andhra Pradesh,Guntur,01-08-2023,2023,8,28.92221769,NRSC VIC MODEL
Andhra Pradesh,Guntur,02-08-2023,2023,8,27.769217,NRSC VIC MODEL
Andhra Pradesh,Guntur,03-08-2023,2023,8,26.71679409,NRSC VIC MODEL
Andhra Pradesh,Guntur,04-08-2023,2023,8,25.76525345,NRSC VIC MODEL
Andhra Pradesh,Guntur,05-08-2023,2023,8,24.91290656,NRSC VIC MODEL
Andhra Pradesh,Krishna,01-08-2023,2023,8,24.41736872,NRSC VIC MODEL
Andhra Pradesh,Krishna,02-08-2023,2023,8,23.50844884,NRSC VIC MODEL
Andhra Pradesh,Krishna,03-08-2023,2023,8,22.63535308,NRSC VIC MODEL
Andhra Pradesh,Krishna,04-08-2023,2023,8,21.80980084,NRSC VIC MODEL
Andhra Pradesh,Krishna,05-08-2023,2023,8,21.18756016,NRSC VIC MODEL
Andhra Pradesh,Kurnool,01-08-2023,2023,8,32.47153292,NRSC VIC MODEL
Andhra Pradesh,Kurnool,02-08-2023,2023,8,31.20272032,NRSC VIC MODEL
Andhra Pradesh,Kurnool,03-08-2023,2023,8,30.15167361,NRSC VIC MODEL
Andhra Pradesh,Kurnool,04-08-2023,2023,8,29.1135734,NRSC VIC MODEL
Andhra Pradesh,Kurnool,05-08-2023,2023,8,28.77812826,NRSC VIC MODEL
Andhra Pradesh,Prakasam,01-08-2023,2023,8,28.55255848,NRSC VIC MODEL
Andhra Pradesh,Prakasam,02-08-2023,2023,8,27.35014177,NRSC VIC MODEL
Andhra Pradesh,Prakasam,03-08-2023,2023,8,26.39419774,NRSC VIC MODEL
Andhra Pradesh,Prakasam,04-08-2023,2023,8,25.47965784,NRSC VIC MODEL
Andhra Pradesh,Prakasam,05-08-2023,2023,8,25.10604956,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,01-08-2023,2023,8,25.60457955,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,02-08-2023,2023,8,24.64729882,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,03-08-2023,2023,8,23.76800379,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,04-08-2023,2023,8,22.89029978,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,05-08-2023,2023,8,22.29424965,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,01-08-2023,2023,8,17.31872778,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,02-08-2023,2023,8,18.02753216,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,03-08-2023,2023,8,18.24328622,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,04-08-2023,2023,8,17.35777537,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,05-08-2023,2023,8,17.15620467,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,01-08-2023,2023,8,27.66305909,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,02-08-2023,2023,8,28.40835479,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,03-08-2023,2023,8,27.33960348,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,04-08-2023,2023,8,26.15685062,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,05-08-2023,2023,8,25.15102627,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,01-08-2023,2023,8,27.18018489,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,02-08-2023,2023,8,28.04720713,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,03-08-2023,2023,8,28.59236209,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,04-08-2023,2023,8,27.19761567,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,05-08-2023,2023,8,26.26147291,NRSC VIC MODEL
Andhra Pradesh,West Godavari,01-08-2023,2023,8,28.44642458,NRSC VIC MODEL
Andhra Pradesh,West Godavari,02-08-2023,2023,8,27.62109221,NRSC VIC MODEL
Andhra Pradesh,West Godavari,03-08-2023,2023,8,26.61028848,NRSC VIC MODEL
Andhra Pradesh,West Godavari,04-08-2023,2023,8,25.99191181,NRSC VIC MODEL
Andhra Pradesh,West Godavari,05-08-2023,2023,8,25.27114316,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,01-08-2023,2023,8,23.43120726,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,02-08-2023,2023,8,22.65364228,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,03-08-2023,2023,8,21.95659581,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,04-08-2023,2023,8,21.26004543,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,05-08-2023,2023,8,20.87127043,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,01-08-2023,2023,8,7.014608004,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,02-08-2023,2023,8,7.970655429,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,03-08-2023,2023,8,7.956971497,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,04-08-2023,2023,8,7.498593584,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,05-08-2023,2023,8,7.311604235,NRSC VIC MODEL
Arunachal Pradesh,Changlang,01-08-2023,2023,8,15.18416413,NRSC VIC MODEL
Arunachal Pradesh,Changlang,02-08-2023,2023,8,14.62980391,NRSC VIC MODEL
Arunachal Pradesh,Changlang,03-08-2023,2023,8,16.448379,NRSC VIC MODEL
Arunachal Pradesh,Changlang,04-08-2023,2023,8,15.43355371,NRSC VIC MODEL
Arunachal Pradesh,Changlang,05-08-2023,2023,8,16.16017732,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,01-08-2023,2023,8,22.48723197,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,02-08-2023,2023,8,22.14078996,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,03-08-2023,2023,8,22.21339668,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,04-08-2023,2023,8,22.25972382,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,05-08-2023,2023,8,21.47576443,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,01-08-2023,2023,8,25.51651418,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,02-08-2023,2023,8,24.44591606,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,03-08-2023,2023,8,24.85609276,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,04-08-2023,2023,8,25.25060914,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,05-08-2023,2023,8,24.7506536,NRSC VIC MODEL
Arunachal Pradesh,East Siang,01-08-2023,2023,8,22.93295177,NRSC VIC MODEL
Arunachal Pradesh,East Siang,02-08-2023,2023,8,21.65860071,NRSC VIC MODEL
Arunachal Pradesh,East Siang,03-08-2023,2023,8,24.80440492,NRSC VIC MODEL
Arunachal Pradesh,East Siang,04-08-2023,2023,8,24.05425447,NRSC VIC MODEL
Arunachal Pradesh,East Siang,05-08-2023,2023,8,24.87152477,NRSC VIC MODEL
Arunachal Pradesh,Kamle,01-08-2023,2023,8,20.25055439,NRSC VIC MODEL
Arunachal Pradesh,Kamle,02-08-2023,2023,8,19.62063023,NRSC VIC MODEL
Arunachal Pradesh,Kamle,03-08-2023,2023,8,20.05446071,NRSC VIC MODEL
Arunachal Pradesh,Kamle,04-08-2023,2023,8,20.15402949,NRSC VIC MODEL
Arunachal Pradesh,Kamle,05-08-2023,2023,8,20.26202012,NRSC VIC MODEL
Arunachal Pradesh,Kra Daadi,01-08-2023,2023,8,26.74653799,NRSC VIC MODEL
Arunachal Pradesh,Kra Daadi,02-08-2023,2023,8,25.95095756,NRSC VIC MODEL
Arunachal Pradesh,Kra Daadi,03-08-2023,2023,8,27.56969979,NRSC VIC MODEL
Arunachal Pradesh,Kra Daadi,04-08-2023,2023,8,26.64576479,NRSC VIC MODEL
Arunachal Pradesh,Kra Daadi,05-08-2023,2023,8,26.06820422,NRSC VIC MODEL
Arunachal Pradesh,Kurung Kumey,01-08-2023,2023,8,27.84227123,NRSC VIC MODEL
Arunachal Pradesh,Kurung Kumey,02-08-2023,2023,8,26.63324172,NRSC VIC MODEL
Arunachal Pradesh,Kurung Kumey,03-08-2023,2023,8,27.31407883,NRSC VIC MODEL
Arunachal Pradesh,Kurung Kumey,04-08-2023,2023,8,26.91818443,NRSC VIC MODEL
Arunachal Pradesh,Kurung Kumey,05-08-2023,2023,8,26.31835421,NRSC VIC MODEL
Arunachal Pradesh,Leparada,01-08-2023,2023,8,22.33648328,NRSC VIC MODEL
Arunachal Pradesh,Leparada,02-08-2023,2023,8,21.87887337,NRSC VIC MODEL
Arunachal Pradesh,Leparada,03-08-2023,2023,8,22.47309464,NRSC VIC MODEL
Arunachal Pradesh,Leparada,04-08-2023,2023,8,24.00608821,NRSC VIC MODEL
Arunachal Pradesh,Leparada,05-08-2023,2023,8,24.21004601,NRSC VIC MODEL
Arunachal Pradesh,Lohit,01-08-2023,2023,8,21.49477013,NRSC VIC MODEL
Arunachal Pradesh,Lohit,02-08-2023,2023,8,22.10403115,NRSC VIC MODEL
Arunachal Pradesh,Lohit,03-08-2023,2023,8,23.89870517,NRSC VIC MODEL
Arunachal Pradesh,Lohit,04-08-2023,2023,8,22.50997714,NRSC VIC MODEL
Arunachal Pradesh,Lohit,05-08-2023,2023,8,23.99028973,NRSC VIC MODEL
Arunachal Pradesh,Longding,01-08-2023,2023,8,17.59161248,NRSC VIC MODEL
Arunachal Pradesh,Longding,02-08-2023,2023,8,16.92699143,NRSC VIC MODEL
Arunachal Pradesh,Longding,03-08-2023,2023,8,19.75521363,NRSC VIC MODEL
Arunachal Pradesh,Longding,04-08-2023,2023,8,17.94875262,NRSC VIC MODEL
Arunachal Pradesh,Longding,05-08-2023,2023,8,17.47001048,NRSC VIC MODEL
Arunachal Pradesh,Lower Dibang Valley,01-08-2023,2023,8,23.30586301,NRSC VIC MODEL
Arunachal Pradesh,Lower Dibang Valley,02-08-2023,2023,8,22.25206769,NRSC VIC MODEL
Arunachal Pradesh,Lower Dibang Valley,03-08-2023,2023,8,23.62657476,NRSC VIC MODEL
Arunachal Pradesh,Lower Dibang Valley,04-08-2023,2023,8,22.92033867,NRSC VIC MODEL
Arunachal Pradesh,Lower Dibang Valley,05-08-2023,2023,8,23.84509904,NRSC VIC MODEL
Arunachal Pradesh,Lower Siang,01-08-2023,2023,8,19.77272141,NRSC VIC MODEL
Arunachal Pradesh,Lower Siang,02-08-2023,2023,8,19.16833453,NRSC VIC MODEL
Arunachal Pradesh,Lower Siang,03-08-2023,2023,8,19.57491194,NRSC VIC MODEL
Arunachal Pradesh,Lower Siang,04-08-2023,2023,8,19.42504474,NRSC VIC MODEL
Arunachal Pradesh,Lower Siang,05-08-2023,2023,8,19.94679929,NRSC VIC MODEL
Arunachal Pradesh,Lower Subansiri,01-08-2023,2023,8,26.88589034,NRSC VIC MODEL
Arunachal Pradesh,Lower Subansiri,02-08-2023,2023,8,25.42876337,NRSC VIC MODEL
Arunachal Pradesh,Lower Subansiri,03-08-2023,2023,8,25.70057973,NRSC VIC MODEL
Arunachal Pradesh,Lower Subansiri,04-08-2023,2023,8,25.00973128,NRSC VIC MODEL
Arunachal Pradesh,Lower Subansiri,05-08-2023,2023,8,25.30713191,NRSC VIC MODEL
Arunachal Pradesh,Namsai,01-08-2023,2023,8,22.45359821,NRSC VIC MODEL
Arunachal Pradesh,Namsai,02-08-2023,2023,8,21.88560816,NRSC VIC MODEL
Arunachal Pradesh,Namsai,03-08-2023,2023,8,23.27616411,NRSC VIC MODEL
Arunachal Pradesh,Namsai,04-08-2023,2023,8,22.18895701,NRSC VIC MODEL
Arunachal Pradesh,Namsai,05-08-2023,2023,8,24.48581648,NRSC VIC MODEL
Arunachal Pradesh,Pakke Kessang,01-08-2023,2023,8,21.03722695,NRSC VIC MODEL
Arunachal Pradesh,Pakke Kessang,02-08-2023,2023,8,19.9857642,NRSC VIC MODEL
Arunachal Pradesh,Pakke Kessang,03-08-2023,2023,8,22.03500703,NRSC VIC MODEL
Arunachal Pradesh,Pakke Kessang,04-08-2023,2023,8,22.04268336,NRSC VIC MODEL
Arunachal Pradesh,Pakke Kessang,05-08-2023,2023,8,22.09752587,NRSC VIC MODEL
Arunachal Pradesh,Papum Pare,01-08-2023,2023,8,23.70712865,NRSC VIC MODEL
Arunachal Pradesh,Papum Pare,02-08-2023,2023,8,22.61886596,NRSC VIC MODEL
Arunachal Pradesh,Papum Pare,03-08-2023,2023,8,23.76476607,NRSC VIC MODEL
Arunachal Pradesh,Papum Pare,04-08-2023,2023,8,23.35082959,NRSC VIC MODEL
Arunachal Pradesh,Papum Pare,05-08-2023,2023,8,23.89755321,NRSC VIC MODEL
Arunachal Pradesh,Shi Yomi,01-08-2023,2023,8,23.43536183,NRSC VIC MODEL
Arunachal Pradesh,Shi Yomi,02-08-2023,2023,8,22.75008062,NRSC VIC MODEL
Arunachal Pradesh,Shi Yomi,03-08-2023,2023,8,22.27594968,NRSC VIC MODEL
Arunachal Pradesh,Shi Yomi,04-08-2023,2023,8,22.180709,NRSC VIC MODEL
Arunachal Pradesh,Shi Yomi,05-08-2023,2023,8,21.8615094,NRSC VIC MODEL
Arunachal Pradesh,Siang,01-08-2023,2023,8,26.80584242,NRSC VIC MODEL
Arunachal Pradesh,Siang,02-08-2023,2023,8,26.31021926,NRSC VIC MODEL
Arunachal Pradesh,Siang,03-08-2023,2023,8,26.27841639,NRSC VIC MODEL
Arunachal Pradesh,Siang,04-08-2023,2023,8,26.13097631,NRSC VIC MODEL
Arunachal Pradesh,Siang,05-08-2023,2023,8,26.23481193,NRSC VIC MODEL
Arunachal Pradesh,Tawang,01-08-2023,2023,8,10.79342019,NRSC VIC MODEL
Arunachal Pradesh,Tawang,02-08-2023,2023,8,10.58267866,NRSC VIC MODEL
Arunachal Pradesh,Tawang,03-08-2023,2023,8,11.45872975,NRSC VIC MODEL
Arunachal Pradesh,Tawang,04-08-2023,2023,8,10.90335222,NRSC VIC MODEL
Arunachal Pradesh,Tawang,05-08-2023,2023,8,10.81200268,NRSC VIC MODEL
Arunachal Pradesh,Tirap,01-08-2023,2023,8,20.70341071,NRSC VIC MODEL
Arunachal Pradesh,Tirap,02-08-2023,2023,8,19.99900562,NRSC VIC MODEL
Arunachal Pradesh,Tirap,03-08-2023,2023,8,21.21331785,NRSC VIC MODEL
Arunachal Pradesh,Tirap,04-08-2023,2023,8,21.14485951,NRSC VIC MODEL
Arunachal Pradesh,Tirap,05-08-2023,2023,8,20.88533242,NRSC VIC MODEL
Arunachal Pradesh,Upper Siang,01-08-2023,2023,8,24.45937027,NRSC VIC MODEL
Arunachal Pradesh,Upper Siang,02-08-2023,2023,8,23.42633557,NRSC VIC MODEL
Arunachal Pradesh,Upper Siang,03-08-2023,2023,8,23.68780836,NRSC VIC MODEL
Arunachal Pradesh,Upper Siang,04-08-2023,2023,8,23.12574769,NRSC VIC MODEL
Arunachal Pradesh,Upper Siang,05-08-2023,2023,8,23.19473064,NRSC VIC MODEL
Arunachal Pradesh,Upper Subansiri,01-08-2023,2023,8,25.55291892,NRSC VIC MODEL
Arunachal Pradesh,Upper Subansiri,02-08-2023,2023,8,24.81160114,NRSC VIC MODEL
Arunachal Pradesh,Upper Subansiri,03-08-2023,2023,8,25.21846588,NRSC VIC MODEL
Arunachal Pradesh,Upper Subansiri,04-08-2023,2023,8,24.83026876,NRSC VIC MODEL
Arunachal Pradesh,Upper Subansiri,05-08-2023,2023,8,24.88366731,NRSC VIC MODEL
Arunachal Pradesh,West Kameng,01-08-2023,2023,8,22.33871518,NRSC VIC MODEL
Arunachal Pradesh,West Kameng,02-08-2023,2023,8,22.33570866,NRSC VIC MODEL
Arunachal Pradesh,West Kameng,03-08-2023,2023,8,22.78174477,NRSC VIC MODEL
Arunachal Pradesh,West Kameng,04-08-2023,2023,8,22.91170576,NRSC VIC MODEL
Arunachal Pradesh,West Kameng,05-08-2023,2023,8,22.15623854,NRSC VIC MODEL
Arunachal Pradesh,West Siang,01-08-2023,2023,8,25.66405072,NRSC VIC MODEL
Arunachal Pradesh,West Siang,02-08-2023,2023,8,25.20734946,NRSC VIC MODEL
Arunachal Pradesh,West Siang,03-08-2023,2023,8,25.21015925,NRSC VIC MODEL
Arunachal Pradesh,West Siang,04-08-2023,2023,8,26.08707522,NRSC VIC MODEL
Arunachal Pradesh,West Siang,05-08-2023,2023,8,25.79645779,NRSC VIC MODEL
Assam,Baksa,01-08-2023,2023,8,16.87184424,NRSC VIC MODEL
Assam,Baksa,02-08-2023,2023,8,16.40393241,NRSC VIC MODEL
Assam,Baksa,03-08-2023,2023,8,21.70398166,NRSC VIC MODEL
Assam,Baksa,04-08-2023,2023,8,23.90188752,NRSC VIC MODEL
Assam,Baksa,05-08-2023,2023,8,23.08215126,NRSC VIC MODEL
Assam,Barpeta,01-08-2023,2023,8,22.66799541,NRSC VIC MODEL
Assam,Barpeta,02-08-2023,2023,8,24.45331471,NRSC VIC MODEL
Assam,Barpeta,03-08-2023,2023,8,29.03499462,NRSC VIC MODEL
Assam,Barpeta,04-08-2023,2023,8,29.12985671,NRSC VIC MODEL
Assam,Barpeta,05-08-2023,2023,8,28.07726229,NRSC VIC MODEL
Assam,Biswanath,01-08-2023,2023,8,23.29898624,NRSC VIC MODEL
Assam,Biswanath,02-08-2023,2023,8,21.29986415,NRSC VIC MODEL
Assam,Biswanath,03-08-2023,2023,8,25.81126591,NRSC VIC MODEL
Assam,Biswanath,04-08-2023,2023,8,24.27157017,NRSC VIC MODEL
Assam,Biswanath,05-08-2023,2023,8,25.65368086,NRSC VIC MODEL
Assam,Bongaigaon,01-08-2023,2023,8,16.16242344,NRSC VIC MODEL
Assam,Bongaigaon,02-08-2023,2023,8,17.16829783,NRSC VIC MODEL
Assam,Bongaigaon,03-08-2023,2023,8,19.41588399,NRSC VIC MODEL
Assam,Bongaigaon,04-08-2023,2023,8,18.85073443,NRSC VIC MODEL
Assam,Bongaigaon,05-08-2023,2023,8,19.25593998,NRSC VIC MODEL
Assam,Cachar,01-08-2023,2023,8,25.37064791,NRSC VIC MODEL
Assam,Cachar,02-08-2023,2023,8,24.53673221,NRSC VIC MODEL
Assam,Cachar,03-08-2023,2023,8,27.5473243,NRSC VIC MODEL
Assam,Cachar,04-08-2023,2023,8,26.8370569,NRSC VIC MODEL
Assam,Cachar,05-08-2023,2023,8,26.29568136,NRSC VIC MODEL
Assam,Charaideo,01-08-2023,2023,8,20.75996185,NRSC VIC MODEL
Assam,Charaideo,02-08-2023,2023,8,19.23370665,NRSC VIC MODEL
Assam,Charaideo,03-08-2023,2023,8,22.60675181,NRSC VIC MODEL
Assam,Charaideo,04-08-2023,2023,8,22.97256118,NRSC VIC MODEL
Assam,Charaideo,05-08-2023,2023,8,21.95499619,NRSC VIC MODEL
Assam,Chirang,01-08-2023,2023,8,19.53386743,NRSC VIC MODEL
Assam,Chirang,02-08-2023,2023,8,21.4768085,NRSC VIC MODEL
Assam,Chirang,03-08-2023,2023,8,22.54557367,NRSC VIC MODEL
Assam,Chirang,04-08-2023,2023,8,22.17947203,NRSC VIC MODEL
Assam,Chirang,05-08-2023,2023,8,20.97238156,NRSC VIC MODEL
Assam,Darrang,01-08-2023,2023,8,17.76166941,NRSC VIC MODEL
Assam,Darrang,02-08-2023,2023,8,16.92303481,NRSC VIC MODEL
Assam,Darrang,03-08-2023,2023,8,20.36594084,NRSC VIC MODEL
Assam,Darrang,04-08-2023,2023,8,25.88009971,NRSC VIC MODEL
Assam,Darrang,05-08-2023,2023,8,26.10551495,NRSC VIC MODEL
Assam,Dhemaji,01-08-2023,2023,8,21.30096715,NRSC VIC MODEL
Assam,Dhemaji,02-08-2023,2023,8,19.42608786,NRSC VIC MODEL
Assam,Dhemaji,03-08-2023,2023,8,20.86181592,NRSC VIC MODEL
Assam,Dhemaji,04-08-2023,2023,8,20.86188471,NRSC VIC MODEL
Assam,Dhemaji,05-08-2023,2023,8,23.28463742,NRSC VIC MODEL
Assam,Dhubri,01-08-2023,2023,8,17.12837997,NRSC VIC MODEL
Assam,Dhubri,02-08-2023,2023,8,19.04526131,NRSC VIC MODEL
Assam,Dhubri,03-08-2023,2023,8,19.41066002,NRSC VIC MODEL
Assam,Dhubri,04-08-2023,2023,8,18.8896435,NRSC VIC MODEL
Assam,Dhubri,05-08-2023,2023,8,19.16304752,NRSC VIC MODEL
Assam,Dibrugarh,01-08-2023,2023,8,24.80815398,NRSC VIC MODEL
Assam,Dibrugarh,02-08-2023,2023,8,22.66134366,NRSC VIC MODEL
Assam,Dibrugarh,03-08-2023,2023,8,26.54474639,NRSC VIC MODEL
Assam,Dibrugarh,04-08-2023,2023,8,28.7594224,NRSC VIC MODEL
Assam,Dibrugarh,05-08-2023,2023,8,28.52951791,NRSC VIC MODEL
Assam,Dima Hasao,01-08-2023,2023,8,25.71293257,NRSC VIC MODEL
Assam,Dima Hasao,02-08-2023,2023,8,25.86339721,NRSC VIC MODEL
Assam,Dima Hasao,03-08-2023,2023,8,28.66092721,NRSC VIC MODEL
Assam,Dima Hasao,04-08-2023,2023,8,26.00984121,NRSC VIC MODEL
Assam,Dima Hasao,05-08-2023,2023,8,25.47000589,NRSC VIC MODEL
Assam,Goalpara,01-08-2023,2023,8,20.90442241,NRSC VIC MODEL
Assam,Goalpara,02-08-2023,2023,8,22.69510223,NRSC VIC MODEL
Assam,Goalpara,03-08-2023,2023,8,24.15862635,NRSC VIC MODEL
Assam,Goalpara,04-08-2023,2023,8,23.76559853,NRSC VIC MODEL
Assam,Goalpara,05-08-2023,2023,8,23.90675426,NRSC VIC MODEL
Assam,Golaghat,01-08-2023,2023,8,22.58938495,NRSC VIC MODEL
Assam,Golaghat,02-08-2023,2023,8,20.96652847,NRSC VIC MODEL
Assam,Golaghat,03-08-2023,2023,8,25.70267825,NRSC VIC MODEL
Assam,Golaghat,04-08-2023,2023,8,24.01199501,NRSC VIC MODEL
Assam,Golaghat,05-08-2023,2023,8,25.30057291,NRSC VIC MODEL
Assam,Hailakandi,01-08-2023,2023,8,23.58884658,NRSC VIC MODEL
Assam,Hailakandi,02-08-2023,2023,8,23.00752888,NRSC VIC MODEL
Assam,Hailakandi,03-08-2023,2023,8,23.8861553,NRSC VIC MODEL
Assam,Hailakandi,04-08-2023,2023,8,23.43420168,NRSC VIC MODEL
Assam,Hailakandi,05-08-2023,2023,8,22.96738664,NRSC VIC MODEL
Assam,Hojai,01-08-2023,2023,8,23.16057558,NRSC VIC MODEL
Assam,Hojai,02-08-2023,2023,8,22.02332529,NRSC VIC MODEL
Assam,Hojai,03-08-2023,2023,8,26.17258864,NRSC VIC MODEL
Assam,Hojai,04-08-2023,2023,8,24.17288133,NRSC VIC MODEL
Assam,Hojai,05-08-2023,2023,8,24.90167473,NRSC VIC MODEL
Assam,Jorhat,01-08-2023,2023,8,22.07310435,NRSC VIC MODEL
Assam,Jorhat,02-08-2023,2023,8,20.44703876,NRSC VIC MODEL
Assam,Jorhat,03-08-2023,2023,8,23.61394796,NRSC VIC MODEL
Assam,Jorhat,04-08-2023,2023,8,22.50078376,NRSC VIC MODEL
Assam,Jorhat,05-08-2023,2023,8,22.90263242,NRSC VIC MODEL
Assam,Kamrup,01-08-2023,2023,8,24.13468952,NRSC VIC MODEL
Assam,Kamrup,02-08-2023,2023,8,23.31437803,NRSC VIC MODEL
Assam,Kamrup,03-08-2023,2023,8,25.33759948,NRSC VIC MODEL
Assam,Kamrup,04-08-2023,2023,8,27.45299175,NRSC VIC MODEL
Assam,Kamrup,05-08-2023,2023,8,27.38484799,NRSC VIC MODEL
Assam,Kamrup Metro,01-08-2023,2023,8,17.3079697,NRSC VIC MODEL
Assam,Kamrup Metro,02-08-2023,2023,8,16.73694167,NRSC VIC MODEL
Assam,Kamrup Metro,03-08-2023,2023,8,18.50300744,NRSC VIC MODEL
Assam,Kamrup Metro,04-08-2023,2023,8,22.3321981,NRSC VIC MODEL
Assam,Kamrup Metro,05-08-2023,2023,8,21.34721267,NRSC VIC MODEL
Assam,Karbi Anglong,01-08-2023,2023,8,28.83566802,NRSC VIC MODEL
Assam,Karbi Anglong,02-08-2023,2023,8,27.84948131,NRSC VIC MODEL
Assam,Karbi Anglong,03-08-2023,2023,8,32.63557717,NRSC VIC MODEL
Assam,Karbi Anglong,04-08-2023,2023,8,29.48032711,NRSC VIC MODEL
Assam,Karbi Anglong,05-08-2023,2023,8,30.89528341,NRSC VIC MODEL
Assam,Karimganj,01-08-2023,2023,8,25.67097481,NRSC VIC MODEL
Assam,Karimganj,02-08-2023,2023,8,24.71688784,NRSC VIC MODEL
Assam,Karimganj,03-08-2023,2023,8,24.58887854,NRSC VIC MODEL
Assam,Karimganj,04-08-2023,2023,8,23.97133049,NRSC VIC MODEL
Assam,Karimganj,05-08-2023,2023,8,23.53496641,NRSC VIC MODEL
Assam,Kokrajhar,01-08-2023,2023,8,20.24573665,NRSC VIC MODEL
